Plot Title: 10169131,,,,,,,,
#,"Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V",Coupler Attached,Coupler Detached,Stopped,End Of File
218,9/5/2021 2:16,14.9,0,2.74,,,,
219,9/5/2021 8:16,16.713,947.2,2.74,,,,
220,9/5/2021 14:16,21.473,3100,2.75,,,,
221,9/5/2021 20:16,17.284,0,2.74,,,,
222,9/6/2021 2:16,13.461,0,2.74,,,,
223,9/6/2021 8:16,16.523,871.9,2.74,,,,
224,9/6/2021 14:16,22.333,2669.5,2.77,,,,
225,9/6/2021 20:16,18.616,0,2.75,,,,
226,9/7/2021 2:16,18.236,0,2.75,,,,
227,9/7/2021 8:16,20.424,1463.9,2.75,,,,
228,9/7/2021 14:16,26.292,2927.8,2.77,,,,
229,9/7/2021 20:16,18.426,0,2.75,,,,
230,9/8/2021 2:16,15.569,0,2.74,,,,
231,9/8/2021 8:16,16.903,990.3,2.75,,,,
232,9/8/2021 14:16,22.046,2669.5,2.77,,,,
233,9/8/2021 20:16,17.189,0,2.75,,,,
234,9/9/2021 2:16,16.332,0,2.75,,,,
235,9/9/2021 8:16,16.713,990.3,2.75,,,,
236,9/9/2021 14:16,20.615,3100,2.75,,,,
237,9/9/2021 20:16,15.569,0,2.74,,,,
238,9/10/2021 2:16,13.076,0,2.74,,,,
239,9/10/2021 8:16,11.722,0,2.74,,,,
240,9/10/2021 14:16,11.722,882.6,2.74,,,,
241,9/10/2021 20:16,10.651,0,2.74,,,,
242,9/11/2021 2:16,9.768,0,2.72,,,,
243,9/11/2021 8:16,9.472,635.1,2.74,,,,
244,9/11/2021 14:16,13.846,1377.8,2.75,,,,
245,9/11/2021 20:16,12.69,0,2.75,,,,
246,9/12/2021 2:16,11.334,0,2.74,,,,
247,9/12/2021 8:16,11.819,1377.8,2.74,,,,
248,9/12/2021 14:16,14.804,1377.8,2.75,,,,
249,9/12/2021 20:16,10.944,0,2.74,,,,
250,9/13/2021 2:16,9.669,0,2.72,,,,
251,9/13/2021 8:16,8.978,570.5,2.74,,,,
252,9/13/2021 14:16,13.942,1463.9,2.75,,,,
253,9/13/2021 20:16,11.334,0,2.74,,,,
254,9/14/2021 2:16,11.334,0,2.74,,,,
255,9/14/2021 8:16,12.787,688.9,2.75,,,,
256,9/14/2021 14:16,17.76,1636.1,2.77,,,,
257,9/14/2021 20:16,13.75,0,2.75,,,,
258,9/15/2021 2:16,12.013,0,2.75,,,,
259,9/15/2021 8:16,11.431,688.9,2.74,,,,
260,9/15/2021 14:16,14.804,1636.1,2.77,,,,
261,9/15/2021 20:16,8.481,0,2.74,,,,
262,9/16/2021 2:16,5.757,0,2.72,,,,
263,9/16/2021 8:16,6.166,753.5,2.72,,,,
264,9/16/2021 14:16,14.038,1722.2,2.75,,,,
265,9/16/2021 20:16,11.431,0,2.74,,,,
266,9/17/2021 2:16,10.357,0,2.74,,,,
267,9/17/2021 8:16,12.013,871.9,2.75,,,,
268,9/17/2021 14:16,17.475,2755.6,2.77,,,,
269,9/17/2021 20:16,12.69,0,2.75,,,,
270,9/18/2021 2:16,11.139,0,2.74,,,,
271,9/18/2021 8:16,6.064,279.9,2.72,,,,
272,9/18/2021 14:16,6.978,258.3,2.74,,,,
273,9/18/2021 20:16,6.064,0,2.72,,,,
274,9/19/2021 2:16,4.311,0,2.74,,,,
275,9/19/2021 8:16,4.623,495.1,2.74,,,,
276,9/19/2021 14:16,6.573,409,2.74,,,,
277,9/19/2021 20:16,5.962,0,2.72,,,,
278,9/20/2021 2:16,5.037,0,2.72,,,,
279,9/20/2021 8:16,5.037,570.5,2.72,,,,
280,9/20/2021 14:16,11.139,1313.2,2.74,,,,
281,9/20/2021 20:16,9.275,0,2.75,,,,
282,9/21/2021 2:16,9.275,0,2.75,,,,
283,9/21/2021 8:16,10.063,602.8,2.74,,,,
284,9/21/2021 14:16,18.236,2238.9,2.77,,,,
285,9/21/2021 20:16,14.996,0,2.77,,,,
286,9/22/2021 2:16,13.75,0,2.77,,,,
287,9/22/2021 8:16,10.553,1550,2.74,,,,
288,9/22/2021 14:16,13.076,2325,2.75,,,,
289,9/22/2021 20:16,9.077,0,2.75,,,,
290,9/23/2021 2:16,8.182,0,2.74,,,,
291,9/23/2021 8:16,9.275,688.9,2.75,,,,
292,9/23/2021 14:16,16.141,1722.2,2.77,,,,
293,9/23/2021 20:16,14.23,0,2.77,,,,
294,9/24/2021 2:16,12.497,0,2.75,,,,
295,9/24/2021 8:16,14.421,624.3,2.77,,,,
296,9/24/2021 14:16,22.142,1550,2.79,,,,
297,9/24/2021 20:16,17.665,0,2.77,,,,
298,9/25/2021 2:16,16.046,0,2.77,,,,
299,9/25/2021 8:16,15.951,667.4,2.75,,,,
300,9/25/2021 14:16,19.758,1636.1,2.77,,,,
301,9/25/2021 20:16,14.421,0,2.77,,,,
302,9/26/2021 2:16,12.594,0,2.75,,,,
303,9/26/2021 8:16,12.013,624.3,2.75,,,,
304,9/26/2021 14:16,16.713,1550,2.77,,,,
305,9/26/2021 20:16,13.461,0,2.77,,,,
306,9/27/2021 2:16,10.259,0,2.74,,,,
307,9/27/2021 8:16,10.161,419.8,2.74,,,,
308,9/27/2021 14:16,6.064,753.5,2.72,,,,
309,9/27/2021 20:16,4.311,0,2.74,,,,
310,9/28/2021 2:16,2.837,0,2.72,,,,
311,9/28/2021 8:16,3.367,495.1,2.72,,,,
312,9/28/2021 14:16,5.141,2497.2,2.72,,,,
313,9/28/2021 20:16,3.683,0,2.72,,,,
314,9/29/2021 2:16,3.261,0,2.72,,,,
315,9/29/2021 8:16,3.998,527.4,2.74,,,,
316,9/29/2021 14:16,9.275,1313.2,2.75,,,,
317,9/29/2021 20:16,7.582,0,2.74,,,,
318,9/30/2021 2:16,8.978,0,2.75,,,,
319,9/30/2021 8:16,9.965,462.9,2.74,,,,
320,9/30/2021 14:16,13.75,2669.5,2.77,,,,
321,9/30/2021 20:16,10.651,0,2.74,,,,
322,10/1/2021 2:16,9.571,0,2.75,,,,
323,10/1/2021 8:16,7.782,538.2,2.74,,,,
324,10/1/2021 14:16,12.013,1356.3,2.75,,,,
325,10/1/2021 20:16,8.879,0,2.75,,,,
326,10/2/2021 2:16,8.978,0,2.75,,,,
327,10/2/2021 8:16,9.965,495.1,2.74,,,,
328,10/2/2021 14:16,14.709,1377.8,2.77,,,,
329,10/2/2021 20:16,10.944,0,2.75,,,,
330,10/3/2021 2:16,10.063,0,2.74,,,,
331,10/3/2021 8:16,10.455,495.1,2.74,,,,
332,10/3/2021 14:16,13.75,1463.9,2.77,,,,
333,10/3/2021 20:16,11.528,0,2.75,,,,
334,10/4/2021 2:16,12.11,0,2.75,,,,
335,10/4/2021 8:16,12.497,764.2,2.75,,,,
336,10/4/2021 14:16,14.134,2066.7,2.77,,,,
337,10/4/2021 20:16,11.916,0,2.75,,,,
338,10/5/2021 2:16,10.651,0,2.75,,,,
339,10/5/2021 8:16,8.68,925.7,2.75,,,,
340,10/5/2021 14:16,11.528,1808.3,2.75,,,,
341,10/5/2021 20:16,3.683,0,2.74,,,,
342,10/6/2021 2:16,1.872,0,2.72,,,,
343,10/6/2021 8:16,1.764,495.1,2.72,,,,
344,10/6/2021 14:16,4.519,1894.5,2.74,,,,
345,10/6/2021 20:16,2.517,0,2.72,,,,
346,10/7/2021 2:16,2.195,0,2.72,,,,
347,10/7/2021 8:16,3.049,462.9,2.72,,,,
348,10/7/2021 14:16,7.983,1302.4,2.74,,,,
349,10/7/2021 20:16,5.037,0,2.72,,,,
350,10/8/2021 2:16,3.261,0,2.72,,,,
351,10/8/2021 8:16,3.049,1151.7,2.72,,,,
352,10/8/2021 14:16,5.962,1808.3,2.72,,,,
353,10/8/2021 20:16,3.367,0,2.72,,,,
354,10/9/2021 2:16,2.41,0,2.72,,,,
355,10/9/2021 8:16,3.367,947.2,2.72,,,,
356,10/9/2021 14:16,8.282,1334.7,2.74,,,,
357,10/9/2021 20:16,5.86,0,2.72,,,,
358,10/10/2021 2:16,5.141,0,2.72,,,,
359,10/10/2021 8:16,5.552,1130.2,2.72,,,,
360,10/10/2021 14:16,3.683,215.3,2.72,,,,
361,10/10/2021 20:16,0.563,0,2.7,,,,
362,10/11/2021 2:16,0.232,0,2.7,,,,
363,10/11/2021 8:16,-0.102,538.2,2.7,,,,
364,10/11/2021 14:16,1.221,1463.9,2.7,,,,
365,10/11/2021 20:16,0.01,0,2.7,,,,
366,10/12/2021 2:16,-0.662,0,2.7,,,,
367,10/12/2021 8:16,-0.887,387.5,2.7,,,,
368,10/12/2021 14:16,0.563,1894.5,2.7,,,,
369,10/12/2021 20:16,0.343,0,2.7,,,,
370,10/13/2021 2:16,0.343,0,2.7,,,,
371,10/13/2021 8:16,0.01,301.4,2.7,,,,
372,10/13/2021 14:16,1.112,645.8,2.7,,,,
373,10/13/2021 20:16,1.003,0,2.7,,,,
374,10/14/2021 2:16,1.221,0,2.7,,,,
375,10/14/2021 8:16,2.195,958,2.72,,,,
376,10/14/2021 14:16,4.727,1108.7,2.74,,,,
377,10/14/2021 20:16,3.788,0,2.72,,,,
378,10/15/2021 2:16,3.998,0,2.72,,,,
379,10/15/2021 8:16,4.727,366,2.74,,,,
380,10/15/2021 14:16,9.768,1151.7,2.74,,,,
381,10/15/2021 20:16,7.28,0,2.74,,,,
382,10/16/2021 2:16,8.581,0,2.75,,,,
383,10/16/2021 8:16,9.077,376.7,2.75,,,,
384,10/16/2021 14:16,13.461,1216.3,2.77,,,,
385,10/16/2021 20:16,10.455,0,2.74,,,,
386,10/17/2021 2:16,9.571,0,2.75,,,,
387,10/17/2021 8:16,7.882,1119.5,2.74,,,,
388,10/17/2021 14:16,8.581,1237.9,2.75,,,,
389,10/17/2021 20:16,3.788,0,2.74,,,,
390,10/18/2021 2:16,3.261,0,2.72,,,,
391,10/18/2021 8:16,3.049,366,2.72,,,,
392,10/18/2021 14:16,4.102,441.3,2.74,,,,
393,10/18/2021 20:16,3.367,0,2.72,,,,
394,10/19/2021 2:16,2.837,0,2.72,,,,
395,10/19/2021 8:16,3.683,785.8,2.72,,,,
396,10/19/2021 14:16,8.182,1636.1,2.74,,,,
397,10/19/2021 20:16,6.471,0,2.74,,,,
398,10/20/2021 2:16,4.311,0,2.74,,,,
399,10/20/2021 8:16,3.788,409,2.74,,,,
400,10/20/2021 14:16,5.86,1636.1,2.72,,,,
401,10/20/2021 20:16,4.934,0,2.72,,,,
402,10/21/2021 2:16,5.552,0,2.72,,,,
403,10/21/2021 8:16,7.381,861.1,2.74,,,,
404,10/21/2021 14:16,11.625,1119.5,2.75,,,,
405,10/21/2021 20:16,6.268,0,2.74,,,,
406,10/22/2021 2:16,3.683,0,2.74,,,,
407,10/22/2021 8:16,3.893,656.6,2.74,,,,
408,10/22/2021 14:16,3.893,193.8,2.74,,,,
409,10/22/2021 20:16,3.472,0,2.72,,,,
410,10/23/2021 2:16,2.837,0,2.72,,,,
411,10/23/2021 8:16,3.261,581.3,2.72,,,,
412,10/23/2021 14:16,4.934,344.4,2.72,,,,
413,10/23/2021 20:16,4.311,0,2.74,,,,
414,10/24/2021 2:16,3.788,0,2.74,,,,
415,10/24/2021 8:16,4.934,495.1,2.72,,,,
416,10/24/2021 14:16,4.207,742.7,2.74,,,,
417,10/24/2021 20:16,1.872,0,2.72,,,,
418,10/25/2021 2:16,1.548,0,2.7,,,,
419,10/25/2021 8:16,1.439,710.4,2.7,,,,
420,10/25/2021 14:16,2.517,172.2,2.72,,,,
421,10/25/2021 20:16,2.303,0,2.72,,,,
422,10/26/2021 2:16,1.656,0,2.7,,,,
423,10/26/2021 8:16,2.088,172.2,2.72,,,,
424,10/26/2021 14:16,4.623,172.2,2.74,,,,
425,10/26/2021 20:16,4.727,0,2.74,,,,
426,10/27/2021 2:16,4.207,0,2.74,,,,
427,10/27/2021 8:16,3.155,161.5,2.72,,,,
428,10/27/2021 14:16,5.141,635.1,2.72,,,,
429,10/27/2021 20:16,5.655,0,2.72,,,,
430,10/28/2021 2:16,9.472,0,2.75,,,,
431,10/28/2021 8:16,9.866,279.9,2.74,,,,
432,10/28/2021 14:16,11.916,807.3,2.75,,,,
433,10/28/2021 20:16,10.944,0,2.75,,,,
434,10/29/2021 2:16,10.455,0,2.75,,,,
435,10/29/2021 8:16,8.082,139.9,2.74,,,,
436,10/29/2021 14:16,7.179,1324,2.74,,,,
437,10/29/2021 20:16,6.166,0,2.74,,,,
438,10/30/2021 2:16,3.893,0,2.74,,,,
439,10/30/2021 8:16,2.624,398.3,2.72,,,,
440,10/30/2021 14:16,4.727,1044.1,2.74,,,,
441,10/30/2021 20:16,1.33,0,2.7,,,,
442,10/31/2021 2:16,0.784,0,2.7,,,,
443,10/31/2021 8:16,3.367,581.3,2.72,,,,
444,10/31/2021 14:16,5.45,1151.7,2.72,,,,
445,10/31/2021 20:16,3.578,0,2.72,,,,
446,11/1/2021 2:16,3.683,0,2.72,,,,
447,11/1/2021 8:16,4.102,139.9,2.74,,,,
448,11/1/2021 14:16,5.244,301.4,2.72,,,,
449,11/1/2021 20:16,5.45,0,2.72,,,,
450,11/2/2021 2:16,5.244,0,2.72,,,,
451,11/2/2021 8:16,5.655,549,2.72,,,,
452,11/2/2021 14:16,7.28,1377.8,2.74,,,,
453,11/2/2021 20:16,7.179,0,2.74,,,,
454,11/3/2021 2:16,7.179,0,2.74,,,,
455,11/3/2021 8:16,7.983,570.5,2.74,,,,
456,11/3/2021 14:16,10.846,882.6,2.75,,,,
457,11/3/2021 20:16,8.382,0,2.75,,,,
458,11/4/2021 2:16,6.775,0,2.74,,,,
459,11/4/2021 8:16,5.141,107.6,2.72,,,,
460,11/4/2021 14:16,4.102,118.4,2.74,,,,
461,11/4/2021 20:16,3.155,0,2.72,,,,
462,11/5/2021 2:16,3.367,0,2.72,,,,
463,11/5/2021 8:16,2.624,290.6,2.72,,,,
464,11/5/2021 14:16,1.33,807.3,2.7,,,,
465,11/5/2021 20:16,1.548,0,2.7,,,,
466,11/6/2021 2:16,1.548,0,2.7,,,,
467,11/6/2021 8:16,0.232,21.5,2.7,,,,
468,11/6/2021 14:16,0.01,172.2,2.7,,,,
469,11/6/2021 20:16,-0.437,0,2.7,,,,
470,11/7/2021 2:16,-1.001,0,2.7,,,,
471,11/7/2021 8:16,-0.774,43.1,2.7,,,,
472,11/7/2021 14:16,-0.213,355.2,2.68,,,,
473,11/7/2021 20:16,-0.213,0,2.7,,,,
474,11/8/2021 2:16,-0.549,0,2.7,,,,
475,11/8/2021 8:16,-1.001,21.5,2.7,,,,
476,11/8/2021 14:16,0.232,215.3,2.7,,,,
477,11/8/2021 20:16,0.232,0,2.7,,,,
478,11/9/2021 2:16,0.343,0,2.7,,,,
479,11/9/2021 8:16,2.088,183,2.7,,,,
480,11/9/2021 14:16,-0.102,10.8,2.7,,,,
481,11/9/2021 20:16,-0.213,0,2.68,,,,
482,11/10/2021 2:16,-0.102,0,2.68,,,,
483,11/10/2021 8:16,-0.102,75.3,2.68,,,,
484,11/10/2021 14:16,0.453,656.6,2.7,,,,
485,11/10/2021 20:16,4.727,0,2.74,,,,
486,11/11/2021 2:16,7.28,0,2.74,,,,
487,11/11/2021 8:16,8.481,139.9,2.74,,,,
488,11/11/2021 14:16,9.176,43.1,2.75,,,,
489,11/11/2021 20:16,8.779,0,2.75,,,,
490,11/12/2021 2:16,8.68,0,2.75,,,,
