"Plot Title: 10760650"
"#","Date Time, GMT-07:00","Temp, °C","Intensity, Lux","Bad Battery","Coupler Attached","Stopped","End Of File"
54,08/07/21 12:36:32 AM,15.091,0.0,,,,
55,08/07/21 06:36:32 AM,14.134,64.6,,,,
56,08/07/21 12:36:32 PM,19.187,3444.5,,,,
57,08/07/21 06:36:32 PM,20.329,635.1,,,,
58,08/08/21 12:36:32 AM,12.980,0.0,,,,
59,08/08/21 06:36:32 AM,8.879,150.7,Logged,,,
60,08/08/21 12:36:32 PM,13.076,3272.2,,,,
61,08/08/21 06:36:32 PM,16.523,1636.1,,,,
62,08/09/21 12:36:32 AM,12.304,0.0,,,,
63,08/09/21 06:36:32 AM,11.819,150.7,,,,
64,08/09/21 12:36:32 PM,18.806,3100.0,,,,
65,08/09/21 06:36:32 PM,22.238,1636.1,,,,
66,08/10/21 12:36:32 AM,16.903,0.0,,,,
67,08/10/21 06:36:32 AM,16.999,75.3,,,,
68,08/10/21 12:36:32 PM,21.664,3100.0,,,,
69,08/10/21 06:36:32 PM,24.641,1205.6,,,,
70,08/11/21 12:36:32 AM,20.710,0.0,,,,
71,08/11/21 06:36:32 AM,20.996,75.3,,,,
72,08/11/21 12:36:32 PM,26.292,2927.8,,,,
73,08/11/21 06:36:32 PM,28.357,1377.8,,,,
74,08/12/21 12:36:32 AM,22.525,0.0,,,,
75,08/12/21 06:36:32 AM,21.664,204.5,,,,
76,08/12/21 12:36:32 PM,27.075,3100.0,,,,
77,08/12/21 06:36:32 PM,28.357,1463.9,,,,
78,08/13/21 12:36:32 AM,23.196,0.0,,,,
79,08/13/21 06:36:32 AM,22.046,236.8,,,,
80,08/13/21 12:36:32 PM,26.195,2669.5,,,,
81,08/13/21 06:36:32 PM,24.158,796.5,,,,
82,08/14/21 12:36:32 AM,20.519,0.0,,,,
83,08/14/21 06:36:32 AM,19.472,172.2,,,,
84,08/14/21 12:36:32 PM,24.351,3444.5,,,,
85,08/14/21 06:36:32 PM,26.585,1097.9,,,,
86,08/15/21 12:36:32 AM,20.519,0.0,,,,
87,08/15/21 06:36:32 AM,20.424,107.6,,,,
88,08/15/21 12:36:32 PM,23.677,3100.0,,,,
89,08/15/21 06:36:32 PM,24.545,1356.3,,,,
90,08/16/21 12:36:32 AM,19.092,0.0,,,,
91,08/16/21 06:36:32 AM,17.284,53.8,,,,
92,08/16/21 12:36:32 PM,21.378,2755.6,,,,
93,08/16/21 06:36:32 PM,20.519,1377.8,,,,
94,08/17/21 12:36:32 AM,13.076,0.0,,,,
95,08/17/21 06:36:32 AM,7.882,32.3,,,,
96,08/17/21 12:36:32 PM,9.768,4477.8,,,,
97,08/17/21 06:36:32 PM,10.259,279.9,,,,
98,08/18/21 12:36:32 AM,9.275,0.0,,,,
99,08/18/21 06:36:32 AM,8.481,118.4,,,,
100,08/18/21 12:36:32 PM,14.038,2927.8,,,,
101,08/18/21 06:36:32 PM,16.808,1377.8,,,,
102,08/19/21 12:36:32 AM,12.594,0.0,,,,
103,08/19/21 06:36:32 AM,11.431,43.1,,,,
104,08/19/21 12:36:32 PM,16.618,4477.8,,,,
105,08/19/21 06:36:32 PM,17.950,1377.8,,,,
106,08/20/21 12:36:32 AM,12.787,0.0,,,,
107,08/20/21 06:36:32 AM,11.041,21.5,,,,
108,08/20/21 12:36:32 PM,13.173,2927.8,,,,
109,08/20/21 06:36:32 PM,14.421,1808.3,,,,
110,08/21/21 12:36:32 AM,10.259,0.0,,,,
111,08/21/21 06:36:32 AM,8.581,10.8,,,,
112,08/21/21 12:36:32 PM,11.722,3444.5,,,,
113,08/21/21 06:36:32 PM,13.846,1550.0,,,,
114,08/22/21 12:36:32 AM,9.866,0.0,,,,
115,08/22/21 06:36:32 AM,9.176,75.3,,,,
116,08/22/21 12:36:32 PM,13.269,2669.5,,,,
117,08/22/21 06:36:32 PM,14.134,1636.1,,,,
118,08/23/21 12:36:32 AM,8.978,0.0,,,,
119,08/23/21 06:36:32 AM,7.481,64.6,,,,
120,08/23/21 12:36:32 PM,12.207,2325.0,,,,
121,08/23/21 06:36:32 PM,15.664,1377.8,,,,
122,08/24/21 12:36:32 AM,10.455,0.0,,,,
123,08/24/21 06:36:32 AM,11.139,53.8,,,,
124,08/24/21 12:36:32 PM,16.903,2669.5,,,,
125,08/24/21 06:36:32 PM,17.760,1463.9,,,,
126,08/25/21 12:36:32 AM,12.883,0.0,,,,
127,08/25/21 06:36:32 AM,10.944,53.8,,,,
128,08/25/21 12:36:32 PM,15.091,2669.5,,,,
129,08/25/21 06:36:32 PM,16.618,2066.7,,,,
130,08/26/21 12:36:32 AM,11.528,0.0,,,,
131,08/26/21 06:36:32 AM,9.768,32.3,,,,
132,08/26/21 12:36:32 PM,14.900,2755.6,,,,
133,08/26/21 06:36:32 PM,16.332,1334.7,,,,
134,08/27/21 12:36:32 AM,12.304,0.0,,,,
135,08/27/21 06:36:32 AM,10.651,43.1,,,,
136,08/27/21 12:36:32 PM,14.134,2066.7,,,,
137,08/27/21 06:36:32 PM,16.427,1302.4,,,,
138,08/28/21 12:36:32 AM,12.013,0.0,,,,
139,08/28/21 06:36:32 AM,11.722,32.3,,,,
140,08/28/21 12:36:32 PM,17.950,2066.7,,,,
141,08/28/21 06:36:32 PM,21.091,1270.1,,,,
142,08/29/21 12:36:32 AM,16.713,0.0,,,,
143,08/29/21 06:36:32 AM,15.664,32.3,,,,
144,08/29/21 12:36:32 PM,19.472,2066.7,,,,
145,08/29/21 06:36:32 PM,20.519,1205.6,,,,
146,08/30/21 12:36:32 AM,14.325,0.0,,,,
147,08/30/21 06:36:32 AM,10.944,21.5,,,,
148,08/30/21 12:36:32 PM,13.558,2325.0,,,,
149,08/30/21 06:36:32 PM,13.558,1227.1,,,,
150,08/31/21 12:36:32 AM,8.581,0.0,,,,
151,08/31/21 06:36:32 AM,7.481,32.3,,,,
152,08/31/21 12:36:32 PM,11.819,2066.7,,,,
153,08/31/21 06:36:32 PM,13.558,1248.6,,,,
154,09/01/21 12:36:32 AM,9.077,0.0,,,,
155,09/01/21 06:36:32 AM,7.582,21.5,,,,
156,09/01/21 12:36:32 PM,13.750,2066.7,,,,
157,09/01/21 06:36:32 PM,15.473,1119.5,,,,
158,09/02/21 12:36:32 AM,11.041,0.0,,,,
159,09/02/21 06:36:32 AM,10.161,32.3,,,,
160,09/02/21 12:36:32 PM,15.282,2066.7,,,,
161,09/02/21 06:36:32 PM,17.379,1173.3,,,,
162,09/03/21 12:36:32 AM,13.654,0.0,,,,
163,09/03/21 06:36:32 AM,13.365,21.5,,,,
164,09/03/21 12:36:32 PM,18.236,3272.2,,,,
165,09/03/21 06:36:32 PM,18.806,893.4,,,,
166,09/04/21 12:36:32 AM,14.421,0.0,,,,
167,09/04/21 06:36:32 AM,14.038,10.8,,,,
168,09/04/21 12:36:32 PM,18.616,3100.0,,,,
169,09/04/21 06:36:32 PM,20.424,1022.6,,,,
170,09/05/21 12:36:32 AM,15.951,0.0,,,,
171,09/05/21 06:36:32 AM,15.282,10.8,,,,
172,09/05/21 12:36:32 PM,19.758,2927.8,,,,
173,09/05/21 06:36:32 PM,21.282,1033.3,,,,
174,09/06/21 12:36:32 AM,15.664,0.0,,,,
175,09/06/21 06:36:32 AM,14.517,10.8,,,,
176,09/06/21 12:36:32 PM,19.472,1980.6,,,,
177,09/06/21 06:36:32 PM,21.473,559.7,,,,
178,09/07/21 12:36:32 AM,18.045,0.0,,,,
179,09/07/21 06:36:32 AM,19.567,0.0,,,,
180,09/07/21 12:36:32 PM,24.062,2669.5,,,,
181,09/07/21 06:36:32 PM,21.855,796.5,,,,
182,09/08/21 12:36:32 AM,17.189,0.0,,,,
183,09/08/21 06:36:32 AM,16.427,0.0,,,,
184,09/08/21 12:36:32 PM,19.758,2066.7,,,,
185,09/08/21 06:36:32 PM,20.805,645.8,,,,
186,09/09/21 12:36:32 AM,17.475,0.0,,,,
187,09/09/21 06:36:32 AM,16.713,0.0,,,,
188,09/09/21 12:36:32 PM,19.282,3444.5,,,,
189,09/09/21 06:36:32 PM,18.806,871.9,,,,
190,09/10/21 12:36:32 AM,15.664,0.0,,,,
191,09/10/21 06:36:32 AM,12.690,0.0,,,,
192,09/10/21 12:36:32 PM,12.207,742.7,,,,
193,09/10/21 06:36:32 PM,11.528,107.6,,,,
194,09/11/21 12:36:32 AM,10.651,0.0,,,,
195,09/11/21 06:36:32 AM,8.581,0.0,,,,
196,09/11/21 12:36:32 PM,12.401,1636.1,,,,
197,09/11/21 06:36:32 PM,15.855,947.2,,,,
198,09/12/21 12:36:32 AM,12.497,0.0,,,,
199,09/12/21 06:36:32 AM,11.528,0.0,,,,
200,09/12/21 12:36:32 PM,13.750,1808.3,,,,
201,09/12/21 06:36:32 PM,14.325,1033.3,,,,
202,09/13/21 12:36:32 AM,10.357,0.0,,,,
203,09/13/21 06:36:32 AM,8.779,0.0,,,,
204,09/13/21 12:36:32 PM,11.236,1636.1,,,,
205,09/13/21 06:36:32 PM,13.750,1022.6,,,,
206,09/14/21 12:36:32 AM,11.236,0.0,,,,
207,09/14/21 06:36:32 AM,11.916,0.0,,,,
208,09/14/21 12:36:32 PM,15.378,1550.0,,,,
209,09/14/21 06:36:32 PM,16.999,979.5,,,,
210,09/15/21 12:36:32 AM,12.980,0.0,,,,
211,09/15/21 06:36:32 AM,11.722,0.0,,,,
212,09/15/21 12:36:32 PM,13.750,1550.0,,,,
213,09/15/21 06:36:32 PM,13.558,1377.8,,,,
214,09/16/21 12:36:32 AM,8.182,0.0,,,,
215,09/16/21 06:36:32 AM,5.962,0.0,,,,
216,09/16/21 12:36:32 PM,10.455,1636.1,,,,
217,09/16/21 06:36:32 PM,12.980,1033.3,,,,
218,09/17/21 12:36:32 AM,11.722,0.0,,,,
219,09/17/21 06:36:32 AM,10.357,0.0,,,,
220,09/17/21 12:36:32 PM,14.325,2411.1,,,,
221,09/17/21 06:36:32 PM,15.664,269.1,,,,
222,09/18/21 12:36:32 AM,12.690,0.0,,,,
223,09/18/21 06:36:32 AM,7.481,0.0,,,,
224,09/18/21 12:36:32 PM,7.481,893.4,,,,
225,09/18/21 06:36:32 PM,6.877,64.6,,,,
226,09/19/21 12:36:32 AM,5.860,0.0,,,,
227,09/19/21 06:36:32 AM,4.727,0.0,,,,
228,09/19/21 12:36:32 PM,6.268,1377.8,,,,
229,09/19/21 06:36:32 PM,6.877,193.8,,,,
230,09/20/21 12:36:32 AM,6.573,0.0,,,,
231,09/20/21 06:36:32 AM,4.727,0.0,,,,
232,09/20/21 12:36:32 PM,8.182,1345.5,,,,
233,09/20/21 06:36:32 PM,11.528,775.0,,,,
234,09/21/21 12:36:32 AM,9.373,0.0,,,,
235,09/21/21 06:36:32 AM,9.965,0.0,,,,
236,09/21/21 12:36:32 PM,14.134,1377.8,,,,
237,09/21/21 06:36:32 PM,17.284,775.0,,,,
238,09/22/21 12:36:32 AM,13.846,0.0,,,,
239,09/22/21 06:36:32 AM,12.787,0.0,,,,
240,09/22/21 12:36:32 PM,12.304,2755.6,,,,
241,09/22/21 06:36:32 PM,12.304,1313.2,,,,
242,09/23/21 12:36:32 AM,9.077,0.0,,,,
243,09/23/21 06:36:32 AM,8.481,0.0,,,,
244,09/23/21 12:36:32 PM,13.365,1377.8,,,,
245,09/23/21 06:36:32 PM,15.473,710.4,,,,
246,09/24/21 12:36:32 AM,14.900,0.0,,,,
247,09/24/21 06:36:32 AM,13.654,0.0,,,,
248,09/24/21 12:36:32 PM,16.808,1377.8,,,,
249,09/24/21 06:36:32 PM,19.758,667.4,,,,
250,09/25/21 12:36:32 AM,15.951,0.0,,,,
251,09/25/21 06:36:32 AM,14.804,0.0,,,,
252,09/25/21 12:36:32 PM,17.189,1377.8,,,,
253,09/25/21 06:36:32 PM,17.379,96.9,,,,
254,09/26/21 12:36:32 AM,12.980,0.0,,,,
255,09/26/21 06:36:32 AM,10.455,0.0,,,,
256,09/26/21 12:36:32 PM,13.654,1636.1,,,,
257,09/26/21 06:36:32 PM,14.900,667.4,,,,
258,09/27/21 12:36:32 AM,9.965,0.0,,,,
259,09/27/21 06:36:32 AM,10.553,0.0,,,,
260,09/27/21 12:36:32 PM,7.983,667.4,,,,
261,09/27/21 06:36:32 PM,5.655,139.9,,,,
262,09/28/21 12:36:32 AM,4.102,0.0,,,,
263,09/28/21 06:36:32 AM,3.893,0.0,,,,
264,09/28/21 12:36:32 PM,5.037,2755.6,,,,
265,09/28/21 06:36:32 PM,5.141,96.9,,,,
266,09/29/21 12:36:32 AM,4.102,0.0,,,,
267,09/29/21 06:36:32 AM,3.788,0.0,,,,
268,09/29/21 12:36:32 PM,6.877,1248.6,,,,
269,09/29/21 06:36:32 PM,8.779,53.8,,,,
270,09/30/21 12:36:32 AM,8.779,0.0,,,,
271,09/30/21 06:36:32 AM,9.077,0.0,,,,
272,09/30/21 12:36:32 PM,11.334,1248.6,,,,
273,09/30/21 06:36:32 PM,11.722,236.8,,,,
274,10/01/21 12:36:32 AM,10.357,0.0,,,,
275,10/01/21 06:36:32 AM,8.581,0.0,,,,
276,10/01/21 12:36:32 PM,10.259,1291.7,,,,
277,10/01/21 06:36:32 PM,11.625,387.5,,,,
278,10/02/21 12:36:32 AM,9.571,0.0,,,,
279,10/02/21 06:36:32 AM,9.669,0.0,,,,
280,10/02/21 12:36:32 PM,12.304,1205.6,,,,
281,10/02/21 06:36:32 PM,12.980,366.0,,,,
282,10/03/21 12:36:32 AM,10.553,0.0,,,,
283,10/03/21 06:36:32 AM,9.472,0.0,,,,
284,10/03/21 12:36:32 PM,11.819,1237.9,,,,
285,10/03/21 06:36:32 PM,13.076,86.1,,,,
286,10/04/21 12:36:32 AM,10.944,0.0,,,,
287,10/04/21 06:36:32 AM,11.625,0.0,,,,
288,10/04/21 12:36:32 PM,13.942,2411.1,,,,
289,10/04/21 06:36:32 PM,12.883,21.5,,,,
290,10/05/21 12:36:32 AM,10.748,0.0,,,,
291,10/05/21 06:36:32 AM,9.176,0.0,,,,
292,10/05/21 12:36:32 PM,9.571,1636.1,,,,
293,10/05/21 06:36:32 PM,5.655,0.0,,,,
294,10/06/21 12:36:32 AM,3.049,0.0,,,,
295,10/06/21 06:36:32 AM,1.764,0.0,,,,
296,10/06/21 12:36:32 PM,4.102,1377.8,,,,
297,10/06/21 06:36:32 PM,4.311,129.2,,,,
298,10/07/21 12:36:32 AM,3.261,0.0,,,,
299,10/07/21 06:36:32 AM,3.049,0.0,,,,
300,10/07/21 12:36:32 PM,6.064,1130.2,,,,
301,10/07/21 06:36:32 PM,7.280,32.3,,,,
302,10/08/21 12:36:32 AM,4.207,0.0,,,,
303,10/08/21 06:36:32 AM,3.155,0.0,,,,
304,10/08/21 12:36:32 PM,4.415,1184.0,,,,
305,10/08/21 06:36:32 PM,5.552,21.5,,,,
306,10/09/21 12:36:32 AM,3.472,0.0,,,,
307,10/09/21 06:36:32 AM,2.624,0.0,,,,
308,10/09/21 12:36:32 PM,5.552,1302.4,,,,
309,10/09/21 06:36:32 PM,7.481,21.5,,,,
310,10/10/21 12:36:32 AM,6.064,0.0,,,,
311,10/10/21 06:36:32 AM,5.450,0.0,,,,
312,10/10/21 12:36:32 PM,4.415,1980.6,,,,
313,10/10/21 06:36:32 PM,1.872,0.0,,,,
314,10/11/21 12:36:32 AM,0.232,0.0,,,,
315,10/11/21 06:36:32 AM,0.010,0.0,,,,
316,10/11/21 12:36:32 PM,0.784,2927.8,,,,
317,10/11/21 06:36:32 PM,0.232,10.8,,,,
318,10/12/21 12:36:32 AM,-0.213,0.0,,,,
319,10/12/21 06:36:32 AM,-0.437,0.0,,,,
320,10/12/21 12:36:32 PM,1.003,3100.0,,,,
321,10/12/21 06:36:32 PM,1.872,0.0,,,,
322,10/13/21 12:36:32 AM,1.003,0.0,,,,
323,10/13/21 06:36:32 AM,0.232,0.0,,,,
324,10/13/21 12:36:32 PM,1.872,1894.5,,,,
325,10/13/21 06:36:32 PM,1.764,0.0,,,,
326,10/14/21 12:36:32 AM,1.980,0.0,,,,
327,10/14/21 06:36:32 AM,1.872,0.0,,,,
328,10/14/21 12:36:32 PM,4.415,1377.8,,,,
329,10/14/21 06:36:32 PM,4.831,0.0,,,,
330,10/15/21 12:36:32 AM,4.207,0.0,,,,
331,10/15/21 06:36:32 AM,4.415,0.0,,,,
332,10/15/21 12:36:32 PM,6.370,936.5,,,,
333,10/15/21 06:36:32 PM,8.680,0.0,,,,
334,10/16/21 12:36:32 AM,7.582,0.0,,,,
335,10/16/21 06:36:32 AM,8.282,0.0,,,,
336,10/16/21 12:36:32 PM,10.651,1033.3,,,,
337,10/16/21 06:36:32 PM,10.944,0.0,,,,
338,10/17/21 12:36:32 AM,8.581,0.0,,,,
339,10/17/21 06:36:32 AM,8.282,0.0,,,,
340,10/17/21 12:36:32 PM,7.983,1894.5,,,,
341,10/17/21 06:36:32 PM,5.141,0.0,,,,
342,10/18/21 12:36:32 AM,4.207,0.0,,,,
343,10/18/21 06:36:32 AM,3.261,0.0,,,,
344,10/18/21 12:36:32 PM,3.998,1463.9,,,,
345,10/18/21 06:36:32 PM,3.893,0.0,,,,
346,10/19/21 12:36:32 AM,3.049,0.0,,,,
347,10/19/21 06:36:32 AM,3.893,0.0,,,,
348,10/19/21 12:36:32 PM,6.978,2755.6,,,,
349,10/19/21 06:36:32 PM,7.179,0.0,,,,
350,10/20/21 12:36:32 AM,4.831,0.0,,,,
351,10/20/21 06:36:32 AM,3.998,0.0,,,,
352,10/20/21 12:36:32 PM,5.141,968.8,,,,
353,10/20/21 06:36:32 PM,4.934,0.0,,,,
354,10/21/21 12:36:32 AM,5.244,0.0,,,,
355,10/21/21 06:36:32 AM,6.370,0.0,,,,
356,10/21/21 12:36:32 PM,10.063,2411.1,,,,
357,10/21/21 06:36:32 PM,9.472,0.0,,,,
358,10/22/21 12:36:32 AM,5.244,0.0,,,,
359,10/22/21 06:36:32 AM,4.207,0.0,,,,
360,10/22/21 12:36:32 PM,4.727,269.1,,,,
361,10/22/21 06:36:32 PM,4.102,0.0,,,,
362,10/23/21 12:36:32 AM,3.578,0.0,,,,
363,10/23/21 06:36:32 AM,3.472,0.0,,,,
364,10/23/21 12:36:32 PM,5.450,2755.6,,,,
365,10/23/21 06:36:32 PM,5.552,0.0,,,,
366,10/24/21 12:36:32 AM,4.831,0.0,,,,
367,10/24/21 06:36:32 AM,5.347,0.0,,,,
368,10/24/21 12:36:32 PM,5.244,247.6,,,,
369,10/24/21 06:36:32 PM,2.303,0.0,,,,
370,10/25/21 12:36:32 AM,2.195,0.0,,,,
371,10/25/21 06:36:32 AM,2.088,0.0,,,,
372,10/25/21 12:36:32 PM,3.049,871.9,,,,
373,10/25/21 06:36:32 PM,2.837,0.0,,,,
374,10/26/21 12:36:32 AM,2.410,0.0,,,,
375,10/26/21 06:36:32 AM,1.980,0.0,,,,
376,10/26/21 12:36:32 PM,4.519,753.5,,,,
377,10/26/21 06:36:32 PM,5.037,0.0,,,,
378,10/27/21 12:36:32 AM,6.166,0.0,,,,
379,10/27/21 06:36:32 AM,3.788,0.0,,,,
380,10/27/21 12:36:32 PM,4.727,1636.1,,,,
381,10/27/21 06:36:32 PM,4.727,0.0,,,,
382,10/28/21 12:36:32 AM,8.082,0.0,,,,
383,10/28/21 06:36:32 AM,9.965,0.0,,,,
384,10/28/21 12:36:32 PM,10.846,1377.8,,,,
385,10/28/21 06:36:32 PM,11.334,0.0,,,,
386,10/29/21 12:36:32 AM,10.846,0.0,,,,
387,10/29/21 06:36:32 AM,9.965,0.0,,,,
388,10/29/21 12:36:32 PM,7.179,1097.9,,,,
389,10/29/21 06:36:32 PM,7.179,0.0,,,,
390,10/30/21 12:36:32 AM,4.415,0.0,,,,
391,10/30/21 06:36:32 AM,2.624,0.0,,,,
392,10/30/21 12:36:32 PM,3.155,861.1,,,,
393,10/30/21 06:36:32 PM,2.730,0.0,,,,
394,10/31/21 12:36:32 AM,0.893,0.0,,,,
395,10/31/21 06:36:32 AM,1.764,0.0,,,,
396,10/31/21 12:36:32 PM,2.837,785.8,,,,
397,10/31/21 06:36:32 PM,3.367,0.0,,,,
398,11/01/21 12:36:32 AM,2.837,0.0,,,,
399,11/01/21 06:36:32 AM,4.311,0.0,,,,
400,11/01/21 12:36:32 PM,5.655,818.1,,,,
401,11/01/21 06:36:32 PM,5.757,0.0,,,,
402,11/02/21 12:36:32 AM,5.655,0.0,,,,
403,11/02/21 06:36:32 AM,5.655,0.0,,,,
404,11/02/21 12:36:32 PM,7.983,1894.5,,,,
405,11/02/21 06:36:32 PM,7.481,0.0,,,,
406,11/03/21 12:36:32 AM,7.882,0.0,,,,
407,11/03/21 06:36:32 AM,8.382,0.0,,,,
408,11/03/21 12:36:32 PM,10.455,1894.5,,,,
409,11/03/21 06:36:32 PM,9.571,0.0,,,,
410,11/04/21 12:36:32 AM,8.182,0.0,,,,
411,11/04/21 06:36:32 AM,6.471,0.0,,,,
412,11/04/21 12:36:32 PM,5.655,355.2,,,,
413,11/04/21 06:36:32 PM,3.683,0.0,,,,
414,11/05/21 12:36:32 AM,3.998,0.0,,,,
415,11/05/21 06:36:32 AM,3.155,0.0,,,,
416,11/05/21 12:36:32 PM,1.003,861.1,,,,
417,11/05/21 06:36:32 PM,1.980,0.0,,,,
418,11/06/21 12:36:32 AM,2.303,0.0,,,,
419,11/06/21 06:36:32 AM,0.563,0.0,,,,
420,11/06/21 12:36:32 PM,0.121,322.9,,,,
421,11/06/21 06:36:32 PM,0.010,0.0,,,,
422,11/07/21 12:36:32 AM,0.010,0.0,,,,
423,11/07/21 06:36:32 AM,0.010,0.0,,,,
424,11/07/21 12:36:32 PM,0.121,301.4,,,,
425,11/07/21 06:36:32 PM,0.232,0.0,,,,
426,11/08/21 12:36:32 AM,0.232,0.0,,,,
427,11/08/21 06:36:32 AM,0.232,0.0,,,,
428,11/08/21 12:36:32 PM,0.232,193.8,,,,
429,11/08/21 06:36:32 PM,0.232,0.0,,,,
430,11/09/21 12:36:32 AM,0.232,0.0,,,,
431,11/09/21 06:36:32 AM,1.439,0.0,,,,
432,11/09/21 12:36:32 PM,0.343,452.1,,,,
433,11/09/21 06:36:32 PM,0.121,0.0,,,,
434,11/10/21 12:36:32 AM,0.121,0.0,,,,
435,11/10/21 06:36:32 AM,0.232,0.0,,,,
436,11/10/21 12:36:32 PM,1.330,1722.2,,,,
437,11/10/21 06:36:32 PM,3.472,0.0,,,,
438,11/11/21 12:36:32 AM,6.775,0.0,,,,
439,11/11/21 06:36:32 AM,8.182,0.0,,,,
440,11/11/21 12:36:32 PM,9.275,731.9,,,,
441,11/11/21 06:36:32 PM,9.176,0.0,,,,
442,11/12/21 12:36:32 AM,8.978,0.0,,,,
443,11/12/21 06:36:32 AM,8.680,0.0,,,,
444,11/12/21 12:36:32 PM,9.077,1291.7,,,,
445,11/12/21 06:36:32 PM,9.373,0.0,,,,
446,11/13/21 12:36:32 AM,8.581,0.0,,,,
447,11/13/21 06:36:32 AM,8.481,0.0,,,,
448,11/13/21 12:36:32 PM,8.779,592.0,,,,
449,11/13/21 06:36:32 PM,9.571,0.0,,,,
450,11/14/21 12:36:32 AM,9.373,0.0,,,,
451,11/14/21 06:36:32 AM,9.077,0.0,,,,
452,11/14/21 12:36:32 PM,9.176,1270.1,,,,
453,11/14/21 06:36:32 PM,8.779,0.0,,,,
454,11/15/21 12:36:32 AM,7.481,0.0,,,,
455,11/15/21 06:36:32 AM,7.179,0.0,,,,
456,11/15/21 12:36:32 PM,7.882,1302.4,,,,
457,11/15/21 06:36:32 PM,3.578,0.0,,,,
458,11/16/21 12:36:32 AM,0.121,0.0,,,,
459,11/16/21 06:36:32 AM,-0.549,0.0,,,,
460,11/16/21 12:36:32 PM,-0.213,667.4,,,,
461,11/16/21 06:36:32 PM,-0.437,0.0,,,,
462,11/17/21 12:36:32 AM,-1.114,0.0,,,,
463,11/17/21 06:36:32 AM,-2.145,0.0,,,,
464,11/17/21 12:36:32 PM,-0.662,947.2,,,,
465,11/17/21 06:36:32 PM,0.893,0.0,,,,
466,11/18/21 12:36:32 AM,0.893,0.0,,,,
467,11/18/21 06:36:32 AM,2.303,0.0,,,,
468,11/18/21 12:36:32 PM,5.244,2583.4,,,,
469,11/18/21 06:36:32 PM,4.311,0.0,,,,
470,11/19/21 12:36:32 AM,5.037,0.0,,,,
471,11/19/21 06:36:32 AM,3.683,0.0,,,,
472,11/19/21 12:36:32 PM,2.088,538.2,,,,
