"Plot Title: 10169137"
"#","Date Time, GMT-08:00","Temp, °C","Intensity, Lux","Batt, V","Coupler Attached","Coupler Detached","Host Connected","End Of File"
124,07/31/12 03:00:00 PM,54.356,132267.5,3.03,,,,
125,07/31/12 09:00:00 PM,9.275,0.0,3.03,,,,
126,08/01/12 03:00:00 AM,4.102,0.0,3.01,,,,
127,08/01/12 09:00:00 AM,39.276,74400.5,2.99,,,,
128,08/01/12 03:00:00 PM,55.580,121245.2,3.01,,,,
129,08/01/12 09:00:00 PM,9.768,0.0,3.01,,,,
130,08/02/12 03:00:00 AM,4.207,0.0,3.01,,,,
131,08/02/12 09:00:00 AM,38.826,55111.5,2.99,,,,
132,08/02/12 03:00:00 PM,51.720,99200.7,3.03,,,,
133,08/02/12 09:00:00 PM,11.041,0.0,3.01,,,,
134,08/03/12 03:00:00 AM,5.347,0.0,2.99,,,,
135,08/03/12 09:00:00 AM,38.714,85422.8,2.99,,,,
136,08/03/12 03:00:00 PM,65.696,126756.4,3.03,,,,
137,08/03/12 09:00:00 PM,13.076,0.0,3.03,,,,
138,08/04/12 03:00:00 AM,7.983,0.0,3.01,,,,
139,08/04/12 09:00:00 AM,40.415,55111.5,3.01,,,,
140,08/04/12 03:00:00 PM,68.360,93689.5,3.05,,,,
141,08/04/12 09:00:00 PM,15.664,0.0,3.03,,,,
142,08/05/12 03:00:00 AM,9.965,0.0,3.01,,,,
143,08/05/12 09:00:00 AM,37.935,74400.5,3.01,,,,
144,08/05/12 03:00:00 PM,47.368,18600.1,3.03,,,,
145,08/05/12 09:00:00 PM,18.616,0.0,3.03,,,,
146,08/06/12 03:00:00 AM,9.866,0.0,3.01,,,,
147,08/06/12 09:00:00 AM,32.704,49600.3,3.01,,,,
148,08/06/12 03:00:00 PM,61.205,93689.5,3.03,,,,
149,08/06/12 09:00:00 PM,15.282,0.0,3.01,,,,
150,08/07/12 03:00:00 AM,10.259,0.0,3.01,,,,
151,08/07/12 09:00:00 AM,38.714,99200.7,3.01,,,,
152,08/07/12 03:00:00 PM,59.983,74400.5,3.03,,,,
153,08/07/12 09:00:00 PM,17.760,0.0,3.03,,,,
154,08/08/12 03:00:00 AM,7.782,0.0,3.01,,,,
155,08/08/12 09:00:00 AM,39.502,93689.5,3.01,,,,
156,08/08/12 03:00:00 PM,58.464,99200.7,3.03,,,,
157,08/08/12 09:00:00 PM,10.651,0.0,3.01,,,,
158,08/09/12 03:00:00 AM,7.381,0.0,3.01,,,,
159,08/09/12 09:00:00 AM,33.953,88178.4,3.01,,,,
160,08/09/12 03:00:00 PM,56.998,104711.8,3.01,,,,
161,08/09/12 09:00:00 PM,11.625,0.0,3.01,,,,
162,08/10/12 03:00:00 AM,6.978,0.0,2.99,,,,
163,08/10/12 09:00:00 AM,37.165,79911.6,2.99,,,,
164,08/10/12 03:00:00 PM,56.998,93689.5,3.01,,,,
165,08/10/12 09:00:00 PM,10.846,0.0,3.01,,,,
166,08/11/12 03:00:00 AM,5.347,0.0,2.99,,,,
167,08/11/12 09:00:00 AM,36.946,52355.9,2.99,,,,
168,08/11/12 03:00:00 PM,62.100,93689.5,3.03,,,,
169,08/11/12 09:00:00 PM,13.942,0.0,3.03,,,,
170,08/12/12 03:00:00 AM,8.082,0.0,3.01,,,,
171,08/12/12 09:00:00 AM,36.946,46844.8,2.99,,,,
172,08/12/12 03:00:00 PM,61.919,74400.5,3.03,,,,
173,08/12/12 09:00:00 PM,14.900,0.0,3.03,,,,
174,08/13/12 03:00:00 AM,10.063,0.0,2.99,,,,
175,08/13/12 09:00:00 AM,38.938,52355.9,2.99,,,,
176,08/13/12 03:00:00 PM,62.281,68889.3,3.03,,,,
177,08/13/12 09:00:00 PM,13.942,0.0,3.03,,,,
178,08/14/12 03:00:00 AM,7.882,0.0,3.01,,,,
179,08/14/12 09:00:00 AM,38.379,85422.8,2.99,,,,
180,08/14/12 03:00:00 PM,61.560,49600.3,3.03,,,,
181,08/14/12 09:00:00 PM,14.421,0.0,3.03,,,,
182,08/15/12 03:00:00 AM,9.669,0.0,2.99,,,,
183,08/15/12 09:00:00 AM,39.276,66133.8,3.01,,,,
184,08/15/12 03:00:00 PM,63.952,42711.4,3.03,,,,
185,08/15/12 09:00:00 PM,16.903,0.0,3.03,,,,
186,08/16/12 03:00:00 AM,9.965,0.0,3.01,,,,
187,08/16/12 09:00:00 AM,37.384,57867.0,2.99,,,,
188,08/16/12 03:00:00 PM,55.425,33066.9,3.01,,,,
189,08/16/12 09:00:00 PM,15.664,0.0,3.01,,,,
190,08/17/12 03:00:00 AM,9.571,0.0,3.01,,,,
191,08/17/12 09:00:00 AM,37.165,63378.2,2.99,,,,
192,08/17/12 03:00:00 PM,62.100,31689.1,3.03,,,,
193,08/17/12 09:00:00 PM,18.711,0.0,3.03,,,,
194,08/18/12 03:00:00 AM,12.980,0.0,3.01,,,,
195,08/18/12 09:00:00 AM,20.234,3444.5,2.99,,,,
196,08/18/12 03:00:00 PM,50.456,33066.9,2.99,,,,
197,08/18/12 09:00:00 PM,14.517,0.0,3.01,,,,
198,08/19/12 03:00:00 AM,10.161,0.0,2.97,,,,
199,08/19/12 09:00:00 AM,32.086,88178.4,2.97,,,,
200,08/19/12 03:00:00 PM,56.838,30311.3,3.01,,,,
201,08/19/12 09:00:00 PM,8.879,0.0,3.01,,,,
202,08/20/12 03:00:00 AM,4.415,0.0,2.99,,,,
203,08/20/12 09:00:00 AM,33.014,126756.4,2.99,,,,
204,08/20/12 03:00:00 PM,52.582,33066.9,3.01,,,,
205,08/20/12 09:00:00 PM,14.421,0.0,3.01,,,,
206,08/21/12 03:00:00 AM,11.431,0.0,2.99,,,,
207,08/21/12 09:00:00 AM,32.394,93689.5,2.99,,,,
208,08/21/12 03:00:00 PM,57.158,34444.7,3.01,,,,
209,08/21/12 09:00:00 PM,10.161,0.0,2.99,,,,
210,08/22/12 03:00:00 AM,5.141,0.0,2.97,,,,
211,08/22/12 09:00:00 AM,32.807,52355.9,2.99,,,,
212,08/22/12 03:00:00 PM,56.520,38578.0,3.01,,,,
213,08/22/12 09:00:00 PM,9.077,0.0,3.01,,,,
214,08/23/12 03:00:00 AM,3.998,0.0,2.99,,,,
215,08/23/12 09:00:00 AM,31.778,49600.3,2.99,,,,
216,08/23/12 03:00:00 PM,53.609,38578.0,3.01,,,,
217,08/23/12 09:00:00 PM,6.674,0.0,2.99,,,,
218,08/24/12 03:00:00 AM,1.656,0.0,2.97,,,,
219,08/24/12 09:00:00 AM,28.754,49600.3,2.99,,,,
220,08/24/12 03:00:00 PM,54.356,37200.2,3.01,,,,
221,08/24/12 09:00:00 PM,8.382,0.0,2.99,,,,
222,08/25/12 03:00:00 AM,2.624,0.0,2.97,,,,
223,08/25/12 09:00:00 AM,27.468,37200.2,2.97,,,,
224,08/25/12 03:00:00 PM,54.056,37200.2,3.01,,,,
225,08/25/12 09:00:00 PM,9.373,0.0,3.01,,,,
226,08/26/12 03:00:00 AM,4.831,0.0,2.97,,,,
227,08/26/12 09:00:00 AM,27.961,49600.3,2.99,,,,
228,08/26/12 03:00:00 PM,41.692,35822.5,2.99,,,,
229,08/26/12 09:00:00 PM,8.978,0.0,2.99,,,,
230,08/27/12 03:00:00 AM,10.455,0.0,2.97,,,,
231,08/27/12 09:00:00 AM,32.188,46844.8,2.97,,,,
232,08/27/12 03:00:00 PM,52.582,41333.6,3.01,,,,
233,08/27/12 09:00:00 PM,17.475,0.0,2.99,,,,
234,08/28/12 03:00:00 AM,15.664,0.0,2.99,,,,
235,08/28/12 09:00:00 AM,34.058,77156.1,2.99,,,,
236,08/28/12 03:00:00 PM,48.955,33066.9,2.97,,,,
237,08/28/12 09:00:00 PM,12.690,0.0,2.99,,,,
238,08/29/12 03:00:00 AM,5.141,0.0,2.95,,,,
239,08/29/12 09:00:00 AM,31.778,104711.8,2.97,,,,
240,08/29/12 03:00:00 PM,52.293,37200.2,2.99,,,,
241,08/29/12 09:00:00 PM,6.978,0.0,2.99,,,,
242,08/30/12 03:00:00 AM,1.872,0.0,2.97,,,,
243,08/30/12 09:00:00 AM,28.655,77156.1,2.97,,,,
244,08/30/12 03:00:00 PM,53.609,35822.5,3.01,,,,
245,08/30/12 09:00:00 PM,7.983,0.0,2.99,,,,
246,08/31/12 03:00:00 AM,3.367,0.0,2.97,,,,
247,08/31/12 09:00:00 AM,27.567,71644.9,2.97,,,,
248,08/31/12 03:00:00 PM,50.874,41333.6,2.99,,,,
249,08/31/12 09:00:00 PM,6.573,0.0,2.97,,,,
250,09/01/12 03:00:00 AM,1.221,0.0,2.95,,,,
251,09/01/12 09:00:00 AM,26.097,93689.5,2.97,,,,
252,09/01/12 03:00:00 PM,50.734,49600.3,2.99,,,,
253,09/01/12 09:00:00 PM,5.347,0.0,2.97,,,,
254,09/02/12 03:00:00 AM,0.453,0.0,2.95,,,,
255,09/02/12 09:00:00 AM,25.028,104711.8,2.97,,,,
256,09/02/12 03:00:00 PM,52.293,57867.0,2.99,,,,
257,09/02/12 09:00:00 PM,6.877,0.0,2.97,,,,
258,09/03/12 03:00:00 AM,2.303,0.0,2.95,,,,
259,09/03/12 09:00:00 AM,25.610,93689.5,2.97,,,,
260,09/03/12 03:00:00 PM,52.149,68889.3,2.99,,,,
261,09/03/12 09:00:00 PM,7.682,0.0,2.99,,,,
262,09/04/12 03:00:00 AM,3.155,0.0,2.97,,,,
263,09/04/12 09:00:00 AM,26.097,88178.4,2.97,,,,
264,09/04/12 03:00:00 PM,52.873,60622.6,2.99,,,,
265,09/04/12 09:00:00 PM,9.866,0.0,2.99,,,,
266,09/05/12 03:00:00 AM,5.037,0.0,2.97,,,,
267,09/05/12 09:00:00 AM,25.222,99200.7,2.97,,,,
268,09/05/12 03:00:00 PM,53.313,66133.8,3.01,,,,
269,09/05/12 09:00:00 PM,9.472,0.0,2.99,,,,
270,09/06/12 03:00:00 AM,4.415,0.0,2.97,,,,
271,09/06/12 09:00:00 AM,25.125,44089.2,2.97,,,,
272,09/06/12 03:00:00 PM,53.757,60622.6,3.01,,,,
273,09/06/12 09:00:00 PM,10.161,0.0,2.99,,,,
274,09/07/12 03:00:00 AM,5.244,0.0,2.97,,,,
275,09/07/12 09:00:00 AM,24.641,34444.7,2.99,,,,
276,09/07/12 03:00:00 PM,56.047,57867.0,2.99,,,,
277,09/07/12 09:00:00 PM,10.651,0.0,2.99,,,,
278,09/08/12 03:00:00 AM,5.450,0.0,2.97,,,,
279,09/08/12 09:00:00 AM,22.812,34444.7,2.99,,,,
280,09/08/12 03:00:00 PM,39.843,71644.9,2.99,,,,
281,09/08/12 09:00:00 PM,13.942,0.0,2.99,,,,
282,09/09/12 03:00:00 AM,8.182,0.0,2.97,,,,
283,09/09/12 09:00:00 AM,20.043,12400.1,2.95,,,,
284,09/09/12 03:00:00 PM,45.577,55111.5,2.99,,,,
285,09/09/12 09:00:00 PM,11.139,0.0,2.97,,,,
286,09/10/12 03:00:00 AM,10.944,0.0,2.97,,,,
287,09/10/12 09:00:00 AM,21.569,16533.4,2.97,,,,
288,09/10/12 03:00:00 PM,29.352,14466.8,2.99,,,,
289,09/10/12 09:00:00 PM,3.472,0.0,2.95,,,,
290,09/11/12 03:00:00 AM,-1.684,0.0,2.93,,,,
291,09/11/12 09:00:00 AM,10.553,12400.1,2.93,,,,
292,09/11/12 03:00:00 PM,44.580,34444.7,2.97,,,,
293,09/11/12 09:00:00 PM,4.102,0.0,2.95,,,,
294,09/12/12 03:00:00 AM,-1.001,0.0,2.93,,,,
295,09/12/12 09:00:00 AM,11.431,7233.4,2.93,,,,
296,09/12/12 03:00:00 PM,46.850,30311.3,2.97,,,,
297,09/12/12 09:00:00 PM,5.141,0.0,2.95,,,,
298,09/13/12 03:00:00 AM,0.674,0.0,2.93,,,,
299,09/13/12 09:00:00 AM,13.269,5511.1,2.95,,,,
300,09/13/12 03:00:00 PM,52.582,37200.2,2.99,,,,
301,09/13/12 09:00:00 PM,8.481,0.0,2.99,,,,
302,09/14/12 03:00:00 AM,5.141,0.0,2.95,,,,
303,09/14/12 09:00:00 AM,17.570,7233.4,2.97,,,,
304,09/14/12 03:00:00 PM,51.154,33066.9,2.99,,,,
305,09/14/12 09:00:00 PM,10.455,0.0,2.97,,,,
306,09/15/12 03:00:00 AM,5.860,0.0,2.97,,,,
307,09/15/12 09:00:00 AM,13.461,5166.7,2.97,,,,
308,09/15/12 03:00:00 PM,48.821,26178.0,2.97,,,,
309,09/15/12 09:00:00 PM,6.775,0.0,2.97,,,,
310,09/16/12 03:00:00 AM,1.764,0.0,2.95,,,,
311,09/16/12 09:00:00 AM,9.176,7233.4,2.97,,,,
312,09/16/12 03:00:00 PM,40.300,21355.7,2.97,,,,
313,09/16/12 09:00:00 PM,6.674,0.0,2.95,,,,
314,09/17/12 03:00:00 AM,1.980,0.0,2.95,,,,
315,09/17/12 09:00:00 AM,12.401,8266.7,2.95,,,,
316,09/17/12 03:00:00 PM,48.421,26178.0,2.97,,,,
317,09/17/12 09:00:00 PM,7.882,0.0,2.97,,,,
318,09/18/12 03:00:00 AM,3.367,0.0,2.95,,,,
319,09/18/12 09:00:00 AM,14.900,10333.4,2.97,,,,
320,09/18/12 03:00:00 PM,45.201,26178.0,2.97,,,,
321,09/18/12 09:00:00 PM,8.779,0.0,2.97,,,,
322,09/19/12 03:00:00 AM,5.037,0.0,2.95,,,,
323,09/19/12 09:00:00 AM,14.421,9644.5,2.97,,,,
324,09/19/12 03:00:00 PM,45.829,27555.7,2.97,,,,
325,09/19/12 09:00:00 PM,8.481,0.0,2.97,,,,
326,09/20/12 03:00:00 AM,3.788,0.0,2.95,,,,
327,09/20/12 09:00:00 AM,11.722,6200.0,2.95,,,,
328,09/20/12 03:00:00 PM,42.878,24800.2,2.97,,,,
329,09/20/12 09:00:00 PM,8.978,0.0,2.97,,,,
330,09/21/12 03:00:00 AM,13.269,0.0,2.97,,,,
331,09/21/12 09:00:00 AM,22.429,22044.6,2.95,,,,
332,09/21/12 03:00:00 PM,37.935,23422.4,2.95,,,,
333,09/21/12 09:00:00 PM,14.325,0.0,2.97,,,,
334,09/22/12 03:00:00 AM,12.980,0.0,2.95,,,,
335,09/22/12 09:00:00 AM,17.379,8611.2,2.95,,,,
336,09/22/12 03:00:00 PM,27.272,17911.2,2.97,,,,
337,09/22/12 09:00:00 PM,12.980,0.0,2.95,,,,
338,09/23/12 03:00:00 AM,10.161,0.0,2.93,,,,
339,09/23/12 09:00:00 AM,17.189,9644.5,2.95,,,,
340,09/23/12 03:00:00 PM,29.853,13089.0,2.93,,,,
341,09/23/12 09:00:00 PM,4.831,0.0,2.91,,,,
342,09/24/12 03:00:00 AM,1.980,0.0,2.91,,,,
343,09/24/12 09:00:00 AM,13.558,10333.4,2.93,,,,
344,09/24/12 03:00:00 PM,33.848,19977.9,2.95,,,,
345,09/24/12 09:00:00 PM,6.268,0.0,2.93,,,,
346,09/25/12 03:00:00 AM,2.624,0.0,2.91,,,,
347,09/25/12 09:00:00 AM,12.787,3788.9,2.93,,,,
348,09/25/12 03:00:00 PM,39.843,21355.7,2.95,,,,
349,09/25/12 09:00:00 PM,4.311,0.0,2.93,,,,
350,09/26/12 03:00:00 AM,0.232,0.0,2.91,,,,
351,09/26/12 09:00:00 AM,3.998,2497.2,2.93,,,,
352,09/26/12 03:00:00 PM,40.530,20666.8,2.95,,,,
353,09/26/12 09:00:00 PM,5.141,0.0,2.93,,,,
354,09/27/12 03:00:00 AM,1.980,0.0,2.91,,,,
355,09/27/12 09:00:00 AM,10.553,6200.0,2.93,,,,
356,09/27/12 03:00:00 PM,43.601,30311.3,2.95,,,,
357,09/27/12 09:00:00 PM,12.401,0.0,2.95,,,,
358,09/28/12 03:00:00 AM,10.063,0.0,2.93,,,,
359,09/28/12 09:00:00 AM,20.424,14466.8,2.93,,,,
360,09/28/12 03:00:00 PM,41.341,19977.9,2.93,,,,
361,09/28/12 09:00:00 PM,6.978,0.0,2.93,,,,
362,09/29/12 03:00:00 AM,6.471,0.0,2.93,,,,
363,09/29/12 09:00:00 AM,9.176,2927.8,2.93,,,,
364,09/29/12 03:00:00 PM,40.185,18600.1,2.95,,,,
365,09/29/12 09:00:00 PM,6.877,0.0,2.93,,,,
366,09/30/12 03:00:00 AM,2.837,0.0,2.93,,,,
367,09/30/12 09:00:00 AM,6.370,2066.7,2.93,,,,
368,09/30/12 03:00:00 PM,40.071,14466.8,2.95,,,,
369,09/30/12 09:00:00 PM,5.347,0.0,2.93,,,,
370,10/01/12 03:00:00 AM,1.439,0.0,2.91,,,,
371,10/01/12 09:00:00 AM,5.757,2583.4,2.91,,,,
372,10/01/12 03:00:00 PM,40.530,16533.4,2.95,,,,
373,10/01/12 09:00:00 PM,5.552,0.0,2.93,,,,
374,10/02/12 03:00:00 AM,2.410,0.0,2.93,,,,
375,10/02/12 09:00:00 AM,5.037,2497.2,2.91,,,,
376,10/02/12 03:00:00 PM,37.714,15155.7,2.95,,,,
377,10/02/12 09:00:00 PM,1.112,0.0,2.91,,,,
378,10/03/12 03:00:00 AM,-3.434,0.0,2.91,,,,
379,10/03/12 09:00:00 AM,1.112,3616.7,2.91,,,,
380,10/03/12 03:00:00 PM,33.639,14466.8,2.95,,,,
381,10/03/12 09:00:00 PM,-1.228,0.0,2.91,,,,
382,10/04/12 03:00:00 AM,-5.003,0.0,2.91,,,,
383,10/04/12 09:00:00 AM,-0.549,2497.2,2.91,,,,
384,10/04/12 03:00:00 PM,35.009,14466.8,2.93,,,,
385,10/04/12 09:00:00 PM,-1.341,0.0,2.91,,,,
386,10/05/12 03:00:00 AM,-5.125,0.0,2.91,,,,
387,10/05/12 09:00:00 AM,-0.662,2497.2,2.91,,,,
388,10/05/12 03:00:00 PM,33.535,13089.0,2.93,,,,
389,10/05/12 09:00:00 PM,-1.914,0.0,2.91,,,,
390,10/06/12 03:00:00 AM,-5.620,0.0,2.89,,,,
391,10/06/12 09:00:00 AM,-1.341,2411.1,2.91,,,,
392,10/06/12 03:00:00 PM,34.268,13777.9,2.95,,,,
393,10/06/12 09:00:00 PM,-1.684,0.0,2.91,,,,
394,10/07/12 03:00:00 AM,-5.620,0.0,2.89,,,,
395,10/07/12 09:00:00 AM,-1.001,2497.2,2.91,,,,
396,10/07/12 03:00:00 PM,33.430,12400.1,2.93,,,,
397,10/07/12 09:00:00 PM,-0.437,0.0,2.91,,,,
398,10/08/12 03:00:00 AM,-4.636,0.0,2.89,,,,
399,10/08/12 09:00:00 AM,-1.228,2325.0,2.91,,,,
400,10/08/12 03:00:00 PM,31.778,11022.3,2.93,,,,
401,10/08/12 09:00:00 PM,-0.774,0.0,2.91,,,,
402,10/09/12 03:00:00 AM,-4.393,0.0,2.89,,,,
403,10/09/12 09:00:00 AM,-0.437,2238.9,2.91,,,,
404,10/09/12 03:00:00 PM,31.676,11711.2,2.93,,,,
405,10/09/12 09:00:00 PM,0.784,0.0,2.89,,,,
406,10/10/12 03:00:00 AM,-2.844,0.0,2.91,,,,
407,10/10/12 09:00:00 AM,0.784,2152.8,2.89,,,,
408,10/10/12 03:00:00 PM,31.983,11711.2,2.93,,,,
409,10/10/12 09:00:00 PM,1.548,0.0,2.91,,,,
410,10/11/12 03:00:00 AM,-2.610,0.0,2.91,,,,
411,10/11/12 09:00:00 AM,0.121,1894.5,2.89,,,,
412,10/11/12 03:00:00 PM,31.370,11711.2,2.93,,,,
